Customer_Income,First_Buy_Data,Last_Buy_Data,Average_Buy_Amount,Frequency_Level,Buy_Amount_Grade,Special_Buyer,Last_Buy_Amount,Buy_Amount_Average,Class
0,9301,9503,0.17,4,E,0,10,11.33,0
6,9105,9405,0.15,1,F,X,15,9.57,0
4,9210,9412,0.09,2,F,0,15,10.33,0
0,9309,9407,0.1,2,G,X,25,25,1
7,9502,9502,0.07,1,F,0,15,15,0
4,9401,9503,0.14,1,F,0,20,9.66,0
0,8812,9407,0.13,1,G,X,35,17.75,0
5,9012,9502,0.17,3,F,0,15,8.62,0
0,8604,9501,0.17,2,F,X,15,14.69,0
4,8606,9412,0.18,3,E,X,11,6.45,0
2,8709,9408,0.15,1,G,X,25,23.42,0
5,9304,9503,0.23,4,D,0,6,5.57,0
6,9201,9404,0.17,1,F,X,20,12.5,0
3,9202,9502,0.25,4,D,X,7,4.8,0
7,9003,9411,0.17,2,E,X,12,10.4,0
1,8511,9412,0.22,2,F,X,15,10,0
5,9309,9411,0.18,4,E,X,10,7.2,1
7,9201,9405,0.17,1,F,X,20,12.75,0
5,8809,9409,0.16,1,E,X,12,12.54,0
5,9501,9501,0.07,1,F,0,20,20,0
3,9110,9412,0.22,3,E,0,10,6.5,0
4,8602,9503,0.22,1,F,X,20,13.35,0
5,9401,9503,0.11,1,F,0,15,10,0
5,9406,9412,0.13,3,F,0,20,17.33,0
2,8809,9503,0.26,4,D,0,5,5,0
1,9501,9501,0.07,1,F,0,20,20,0
2,9301,9503,0.1,1,F,0,15,10,0
7,9401,9503,0.13,2,F,0,20,15,0
2,8709,9503,0.13,1,F,0,15,10.62,0
0,9310,9503,0.16,4,E,0,10,8.4,0
1,9409,9503,0.11,2,G,0,15,20,0
5,9409,9503,0.17,3,E,0,10,6.66,0
7,8910,9502,0.1,1,G,0,30,23.33,0
5,9201,9501,0.12,1,G,0,25,13.8,1
3,8711,9503,0.16,4,F,0,10,9.77,1
5,9202,9412,0.13,1,F,0,20,17.5,0
6,9406,9406,0.06,1,F,0,20,20,0
4,9312,9406,0.1,1,F,0,15,12.5,0
6,8702,9501,0.28,4,E,X,10,7.05,0
5,9409,9502,0.12,2,F,0,5,10,0
3,9309,9407,0.08,1,F,0,15,10,0
6,9309,9411,0.06,1,G,0,25,22.5,0
5,8901,9412,0.25,3,E,X,10,5.46,0
0,9003,9411,0.17,2,E,X,13,8.8,0
5,9401,9503,0.34,4,D,X,4,5.75,0
2,7911,9409,0.65,1,E,X,10,10.69,0
7,9104,9412,0.16,2,E,X,13,18.22,0
5,9211,9501,0.08,1,F,0,20,11.66,0
0,9201,9501,0.14,2,F,0,20,16.16,0
4,8905,9502,0.16,2,E,X,10,7.55,0
0,9409,9501,0.16,3,E,0,12,8.33,0
3,9406,9501,0.22,4,D,X,7,5.4,0
3,9501,9501,0.07,1,F,0,20,20,0
2,9102,9602,0.09,1,F,0,0,16.25,0
5,8910,9502,0.33,4,D,X,6,4.48,0
0,8811,9412,0.22,2,E,X,10,5.57,0
7,9301,9501,0.1,1,F,0,20,11.5,0
1,9110,9409,0.21,2,F,0,15,4.33,0
4,9002,9405,0.11,1,F,0,20,9.33,0
3,9004,9409,0.18,1,F,X,20,12.45,0
2,8911,9412,0.15,3,E,0,11,8,0
2,8702,9503,0.17,2,E,X,12,6.5,0
5,8511,9404,0.3,1,E,X,10,10.52,0
0,9210,9503,0.36,4,D,X,3,4.73,0
7,9101,9411,0.11,1,F,0,20,19.33,0
0,9103,9408,0.17,1,F,X,16,10.22,0
0,8508,9501,0.29,1,E,X,10,4.07,0
5,9003,9406,0.17,2,F,0,20,8.5,0
6,9310,9409,0.14,3,E,0,10,8.75,0
6,8904,9412,0.36,4,D,X,5,4.71,0
0,9410,9410,0.07,1,F,0,15,15,0
3,9009,9409,0.26,2,E,X,10,7.86,0
0,9401,9412,0.14,3,E,0,11,9.75,0
6,9310,9503,0.19,3,E,X,10,8,0
5,9009,9412,0.14,1,F,X,20,12.25,0
2,8612,9405,0.12,1,G,0,26,11.37,0
1,9410,9410,0.06,1,G,0,35,35,0
5,9110,9503,0.15,3,E,X,9,8.16,0
2,8603,9412,0.15,2,F,0,16,10.6,0
6,9302,9412,0.15,1,F,X,15,9.4,0
0,9310,9410,0.08,1,F,0,15,10,0
5,9303,9503,0.25,4,E,X,9,9.66,0
5,9306,9412,0.15,3,F,0,16,14,0
4,9209,9404,0.09,1,F,0,17,12.33,0
5,8709,9407,0.16,1,F,X,20,10.7,0
2,8905,9501,0.18,2,E,X,10,17.5,0
6,8809,9406,0.19,2,F,X,23,13.69,1
4,9407,9407,0.06,1,F,0,20,20,0
0,8508,9406,0.32,1,G,X,72,33.85,0
0,8901,9412,0.18,3,G,X,25,16.09,0
1,9502,9502,0.07,1,F,0,20,20,0
0,8703,9503,0.26,3,F,X,20,10,0
3,8704,9511,0.17,4,E,X,0,4.91,0
0,9309,9412,0.08,1,F,0,15,10,0
4,9409,9411,0.11,2,F,0,15,12.5,0
5,8508,9410,0.21,1,E,X,13,8.93,0
0,9109,9503,0.16,1,F,0,15,9.4,0
6,9010,9410,0.18,2,E,0,12,8.2,0
2,8902,9501,0.19,2,F,X,20,11.46,0
4,8910,9412,0.26,4,D,X,7,5.46,0
5,9406,9406,0.06,1,F,0,20,20,0
3,9307,9501,0.07,1,F,0,20,20,0
0,8512,9503,0.75,4,D,X,4,4.41,0
0,9501,9501,0.07,1,F,0,15,15,0
7,9201,9408,0.18,2,F,X,15,13.62,0
7,8902,9501,0.26,4,D,X,8,7.11,0
0,8703,9412,0.14,1,F,0,22,14.57,0
0,9402,9406,0.09,1,F,0,15,15,0
4,8810,9502,0.27,2,G,X,20,15.52,0
5,9402,9411,0.16,2,F,0,16,8.5,0
6,9401,9404,0.14,1,F,0,17,16,1
6,9406,9406,0.06,1,F,0,15,15,0
0,9005,9501,0.12,1,F,0,20,12,0
7,9101,9412,0.2,3,F,0,20,11.4,0
5,8508,9412,0.17,2,G,0,20,11.92,0
7,9309,9405,0.06,1,G,0,25,22.5,0
6,9006,9404,0.09,1,F,0,15,12.5,0
4,9410,9410,0.06,1,G,0,25,25,0
5,9402,9501,0.07,1,G,0,25,22.5,0
7,8910,9409,0.1,1,F,0,22,12.83,0
0,8901,9503,0.17,3,D,0,9,8.71,0
2,9109,9409,0.28,4,E,X,13,10.46,0
1,9302,9508,0.23,4,E,X,10,9.18,0
0,9401,9411,0.09,1,F,0,15,15,0
0,9101,9503,0.45,4,D,X,6,5.77,0
4,8712,9405,0.16,1,F,X,20,7,0
0,9301,9411,0.13,1,G,0,50,50,0
6,8904,9409,0.13,1,F,X,15,11.42,1
3,8809,9404,0.12,1,F,0,17,12.2,0
0,9410,9410,0.06,1,F,0,20,20,0
2,8607,9512,0.21,1,F,X,5,10.16,0
2,9410,9601,0.17,2,F,0,10,13.6,0
4,9503,9503,0.1,1,F,0,20,20,0
0,9009,9411,0.29,3,E,X,10,6.41,0
0,9203,9412,0.1,1,F,0,15,9,0
6,9202,9406,0.19,1,F,X,15,8.87,0
4,8509,9407,0.46,4,G,X,15,13.33,1
4,8902,9501,0.12,1,F,0,20,13.42,0
2,9310,9412,0.14,3,F,0,10,11.5,0
0,8911,9501,0.16,2,F,X,20,14.3,0
7,9410,9502,0.1,2,F,0,20,15,0
5,8910,9411,0.13,1,G,0,45,19.75,0
0,8703,9407,0.22,2,E,X,11,12.07,0
4,9407,9407,0.06,1,G,0,25,25,1
6,8508,9412,0.2,1,E,X,10,9.26,0
5,8809,9409,0.24,2,F,X,21,13.75,0
3,9309,9411,0.25,4,E,X,8,7.42,0
6,9407,9407,0.05,1,G,0,25,25,0
6,9111,9501,0.07,1,G,0,25,25,0
7,9010,9405,0.1,1,F,0,20,12.2,0
0,9102,9501,0.11,2,G,0,30,18.33,0
0,9310,9406,0.08,1,F,0,20,20,0
0,9409,9409,0.07,1,F,0,15,15,0
1,9101,9411,0.09,1,F,0,15,11.25,0
3,8602,9501,0.22,1,G,X,40,14.47,0
4,8912,9406,0.16,1,F,X,20,8,0
4,9404,9406,0.1,2,F,0,15,10,0
6,8512,9501,0.22,2,G,X,25,17.5,0
0,8701,9412,0.1,1,F,0,20,14,0
0,8710,9404,0.15,1,G,X,27,13,0
7,9406,9406,0.06,1,F,0,20,20,0
5,8902,9405,0.15,1,G,0,25,15.88,0
5,9410,9410,0.06,1,G,0,25,25,0
5,9104,9503,0.18,3,E,0,9,6.8,0
6,9309,9411,0.29,4,D,X,3,3.25,0
3,9301,9503,0.23,3,E,0,10,9.55,1
0,9401,9412,0.1,1,F,0,20,14,0
1,9012,9503,0.24,4,G,X,36,20.53,0
2,9009,9407,0.14,2,F,X,15,10.28,0
0,9101,9503,0.17,1,F,0,19,14.5,0
3,8809,9410,0.19,3,F,X,15,12.33,0
7,8709,9412,0.26,4,D,X,5,5,0
3,9110,9409,0.08,1,F,0,15,9,0
3,9310,9503,0.32,4,E,X,5,6.4,0
5,9110,9409,0.36,3,D,X,8,6,0
2,9403,9403,0.06,1,F,0,20,20,0
0,9409,9409,0.06,1,F,0,20,20,0
2,9102,9406,0.13,1,F,0,20,15,0
7,9003,9406,0.19,2,F,X,15,10.45,0
0,9412,9412,0.08,1,F,0,18,18,0
7,9401,9501,0.09,1,F,0,20,15,0
0,8508,9501,0.21,2,E,X,13,7.12,0
3,9309,9412,0.15,3,E,0,8,7.5,0
7,8909,9511,0.1,1,F,0,20,13.42,0
7,9401,9411,0.19,3,E,0,13,11.8,0
5,9011,9409,0.21,2,F,X,14,12.36,0
7,9501,9501,0.07,1,G,0,25,25,0
1,8512,9412,0.31,3,D,X,3,3.28,0
0,9402,9503,0.27,4,F,X,10,10,1
4,9210,9410,0.08,1,F,0,23,18.33,0
1,9201,9411,0.13,3,E,0,10,9.4,0
4,9201,9404,0.15,1,G,0,50,29.14,0
5,9501,9501,0.08,1,F,0,15,15,0
3,9202,9411,0.13,3,F,X,15,10.33,0
3,9301,9501,0.37,4,D,X,8,6.53,0
2,9209,9412,0.12,2,F,X,15,12,0
5,9209,9412,0.15,2,F,0,20,12,0
5,9110,9511,0.11,2,F,0,20,11.42,0
0,8902,9501,0.1,1,F,0,20,12.6,0
5,9406,9406,0.06,1,F,0,20,20,0
3,8911,9406,0.06,1,G,0,25,33.33,0
1,8902,9503,0.28,4,F,X,15,9.04,0
7,8510,9411,0.22,1,E,X,12,11,0
4,9101,9412,0.15,1,G,0,25,13.1,0
0,9410,9410,0.06,1,F,0,20,20,0
6,8811,9410,0.25,3,G,X,15,18.41,0
0,8802,9501,0.37,2,E,X,12,6.92,0
0,8910,9502,0.09,1,F,0,19,12.2,0
1,8909,9501,0.32,4,D,X,5,4.6,0
5,9409,9409,0.06,1,F,0,20,20,0
4,9301,9503,0.14,2,F,0,22,13.4,0
4,8810,9406,0.2,1,E,X,10,11.92,0
6,9003,9512,0.11,1,F,X,25,17.42,0
1,9401,9412,0.13,1,F,0,17,13.5,0
4,9209,9502,0.2,4,E,0,12,11.75,0
2,9302,9412,0.17,3,E,X,10,4.4,0
2,8601,9412,0.18,2,G,0,25,8.45,0
6,9406,9406,0.05,1,G,0,25,25,0
0,8910,9408,0.22,1,F,X,15,17.57,0
5,9101,9409,0.1,2,F,0,15,11.8,0
1,8509,9501,0.38,1,F,X,17,4.83,0
0,8806,9412,0.12,2,G,0,25,12.42,0
0,9311,9410,0.08,1,F,0,20,17.5,0
0,9202,9411,0.12,1,F,X,20,14.4,1
1,8509,9412,0.22,1,F,X,17,9.52,0
0,8908,9405,0.2,1,E,X,10,11.33,1
6,8701,9502,0.18,1,E,X,12,8.92,0
0,8709,9501,0.25,1,F,0,22,16.27,0
7,9402,9407,0.09,1,F,0,15,10,0
1,8512,9412,0.14,1,G,X,25,9.6,1
2,8711,9409,0.19,2,E,0,12,7.16,0
1,9311,9406,0.12,2,G,0,55,41.66,0
7,9209,9412,0.12,3,E,0,10,8,0
0,9310,9411,0.08,1,F,0,15,12.5,0
4,9303,9501,0.15,4,F,0,20,14.6,0
0,9402,9503,0.19,3,E,X,6,6.8,0
0,9309,9601,0.29,4,D,X,5,5,1
0,9401,9407,0.09,1,F,0,20,17.5,0
3,9501,9501,0.07,1,F,0,23,23,0
1,8610,9503,0.16,3,E,X,8,5.72,1
4,9410,9501,0.1,2,F,0,15,14,0
0,9501,9501,0.07,1,F,0,20,20,0
0,8901,9405,0.25,1,E,X,10,9.13,0
1,9010,9501,0.14,3,F,0,20,11,1
0,8812,9501,0.13,2,G,0,25,32.5,0
5,9109,9501,0.19,3,E,X,12,9.44,0
1,9404,9412,0.21,4,E,0,3,5.25,0
6,9310,9410,0.08,1,F,0,20,12.5,0
3,8702,9412,0.11,1,G,0,32,21.5,0
2,8603,9411,0.24,1,E,X,10,5.83,0
3,8612,9412,0.12,1,G,0,25,30.55,0
1,8909,9411,0.19,1,F,X,17,14.61,0
6,8709,9503,0.2,2,E,X,10,10.07,0
5,8508,9412,0.52,4,D,X,5,7.57,0
0,8512,9412,0.26,2,E,X,12,9.35,0
2,8904,9601,0.28,3,G,X,19,17.75,0
5,9001,9412,0.25,1,F,0,20,9.44,0
1,8508,9412,0.26,1,E,X,10,8.27,0
0,9410,9502,0.1,2,G,0,50,30,0
5,8602,9411,0.46,4,E,X,10,9.68,0
4,9003,9404,0.31,1,E,X,11,7.81,0
1,8601,9502,0.38,3,D,X,3,2.57,0
5,8511,9411,0.54,4,E,X,5,7.13,0
2,8810,9409,0.15,1,F,0,15,10.5,0
0,9301,9412,0.27,4,E,X,10,7.6,0
1,8603,9412,0.21,1,F,X,23,9.56,0
5,9307,9503,0.32,4,D,X,5,5.6,0
3,9309,9412,0.14,3,E,0,10,8,0
6,9301,9410,0.23,4,D,X,6,5.62,0
1,8603,9412,0.27,2,E,X,10,4.63,0
4,8810,9412,0.1,1,F,X,20,14,0
1,9202,9412,0.19,3,E,X,6,8.77,1
5,8603,9503,0.21,3,E,X,10,5.14,0
5,9410,9410,0.07,1,F,0,15,15,0
0,9310,9503,0.11,2,F,0,10,11.66,0
1,8909,9501,0.28,3,F,X,14,10,0
7,9004,9601,0.21,1,G,X,20,18.07,0
0,8711,9412,0.09,1,F,0,17,10.6,0
3,9202,9502,0.12,2,F,0,15,10,0
3,9103,9602,0.17,1,G,X,15,17.2,0
2,9310,9412,0.21,4,F,0,8,7.83,0
4,8811,9501,0.34,4,E,X,10,6.8,0
4,9409,9503,0.2,4,F,0,20,15,0
4,8510,9409,0.21,1,F,X,21,13.68,0
4,8903,9410,0.29,1,E,X,13,8.94,0
5,9410,9410,0.06,1,F,0,20,20,1
5,8909,9503,0.46,1,E,X,10,10.78,0
5,9411,9411,0.07,1,F,0,20,20,0
0,9209,9409,0.21,3,E,X,10,7.11,0
7,8607,9410,0.25,1,E,X,10,5.35,0
0,8508,9412,0.3,1,G,X,28,18.25,0
4,9409,9409,0.06,1,F,0,20,20,0
0,9501,9501,0.06,1,F,0,23,23,0
3,8909,9404,0.14,1,G,0,25,13.25,0
1,9409,9501,0.09,2,G,0,25,15,0
3,9403,9502,0.21,3,E,0,10,10,0
2,8508,9409,0.26,1,E,X,14,8,1
0,8910,9404,0.07,1,F,0,20,16,0
3,9410,9410,0.07,1,F,0,20,20,0
3,9311,9407,0.08,1,F,0,15,12.5,0
2,9310,9409,0.13,1,F,0,15,12.5,0
3,9410,9410,0.06,1,F,0,20,20,0
1,8508,9503,0.22,3,F,X,10,7.44,0
1,8709,9502,0.09,1,G,0,30,20,0
6,8607,9602,0.14,1,G,0,26,18,0
1,9302,9409,0.18,1,G,X,25,20,0
4,9502,9502,0.07,1,F,0,15,15,0
6,8703,9412,0.13,2,G,X,10,15.25,0
2,8809,9502,0.2,2,E,X,10,11.69,0
4,9205,9502,0.08,1,F,0,20,13.33,0
0,9501,9501,0.07,1,F,0,15,15,0
0,9310,9501,0.07,1,G,0,60,55,0
2,8809,9412,0.16,1,F,X,16,11.5,0
5,8701,9409,0.18,3,D,X,7,9.66,0
2,9301,9503,0.2,4,G,X,20,15.14,0
3,8902,9407,0.18,4,F,0,13,10,1
2,9009,9409,0.08,1,F,0,16,13.66,0
2,8701,9411,0.33,3,D,X,6,4.85,0
1,8612,9411,0.14,1,G,X,50,100.22,0
4,9011,9503,0.22,4,D,X,5,5.83,0
6,9209,9503,0.1,2,G,0,25,16.25,1
0,9501,9501,0.07,1,F,0,20,20,0
2,9303,9404,0.13,1,G,0,25,17.2,0
6,9309,9503,0.17,3,F,0,15,13,0
2,8509,9501,0.22,1,E,X,10,7.35,0
2,9006,9409,0.15,1,F,X,20,17.44,0
5,9110,9408,0.2,3,F,0,15,11.2,0
0,9003,9404,0.08,1,F,0,16,13,0
1,8601,9501,0.19,2,E,X,10,7.33,0
2,8911,9411,0.26,2,E,X,11,6.37,0
7,9402,9404,0.08,1,G,0,100,100,0
4,8511,9511,0.21,2,E,X,10,11.04,0
7,8901,9412,0.15,1,F,X,20,12.22,0
5,9005,9408,0.08,1,G,X,25,17.2,0
0,8510,9502,0.21,3,F,X,20,10.43,0
1,9103,9412,0.17,2,E,0,10,10,0
7,9501,9501,0.07,1,F,0,15,15,0
1,8803,9502,0.21,4,E,X,14,8.15,0
2,9009,9407,0.28,4,D,0,8,6.8,0
5,9301,9407,0.18,3,F,X,15,9.83,0
2,9112,9602,0.16,1,F,X,20,11.77,0
2,9401,9406,0.09,1,F,0,20,15,0
6,9302,9501,0.25,4,E,X,10,6.66,0
4,8509,9504,0.26,2,G,X,40,33.45,0
5,9003,9412,0.13,2,G,0,50,32.5,0
6,9210,9408,0.07,1,G,0,25,21.66,0
0,8508,9412,0.43,2,E,X,10,10.81,0
3,9401,9502,0.16,3,F,0,12,14,0
4,9103,9412,0.16,2,E,X,10,13.66,0
0,9302,9404,0.09,1,F,0,20,20,0
2,9001,9408,0.4,4,D,X,5,4.97,0
1,8604,9502,0.3,4,F,X,15,4.6,0
3,8712,9409,0.12,1,F,0,20,10.28,0
3,9409,9502,0.11,2,F,0,16,13,0
3,8811,9501,0.23,4,E,X,10,9,1
0,8509,9407,0.27,1,F,X,15,10.09,0
5,8704,9404,0.16,1,E,X,14,11.36,0
1,9009,9409,0.19,2,F,X,16,11.54,0
2,9101,9412,0.16,1,F,X,15,10.33,0
0,9001,9503,0.15,4,G,X,20,15.22,0
0,8604,9412,0.2,4,D,0,5,4.25,0
7,8901,9501,0.15,2,E,0,12,9.66,0
5,8510,9412,0.32,1,F,X,20,10.94,0
4,8612,9404,0.15,1,F,X,16,9.55,0
4,9101,9503,0.16,4,F,0,6,11.42,0
5,9309,9502,0.18,4,D,X,8,5.8,0
6,9502,9502,0.07,1,F,0,15,15,0
7,9503,9503,0.1,1,G,0,25,25,1
4,9410,9501,0.1,2,F,0,16,10.5,0
0,9002,9602,0.26,3,E,X,10,8.05,0
5,8605,9409,0.27,2,F,0,17,18.07,0
5,9001,9502,0.21,2,E,X,15,9.87,1
5,8701,9412,0.27,3,E,X,5,5.15,0
2,8701,9408,0.19,1,F,0,23,13.23,0
1,9003,9406,0.12,1,F,X,21,11.66,0
1,8709,9412,0.23,3,G,X,19,13.38,0
6,9501,9501,0.07,1,F,0,15,15,0
6,9410,9502,0.1,2,F,0,20,12.5,0
6,8710,9412,0.13,1,F,0,20,12.85,0
7,9401,9412,0.08,1,G,0,25,25,0
4,8801,9412,0.35,3,E,0,10,5.71,0
1,8701,9406,0.13,1,G,0,35,14.12,0
1,8509,9412,0.26,3,G,X,25,15.5,0
3,9104,9501,0.13,1,G,X,25,13.85,0
0,9412,9412,0.07,1,F,0,20,20,0
1,8704,9502,0.28,1,E,X,12,10.28,0
2,9203,9502,0.07,2,G,0,5,17.5,0
4,9401,9409,0.08,1,G,0,25,17.5,0
0,9211,9412,0.08,2,F,0,20,15,0
0,9210,9502,0.25,4,D,X,5,4.66,0
1,9502,9502,0.07,1,F,0,17,17.32,0
7,8602,9503,0.19,2,F,X,17,11.53,0
6,9110,9406,0.1,1,F,0,15,13.2,0
5,9210,9412,0.17,2,G,X,25,17.5,0
2,9003,9503,0.18,3,F,X,15,9.2,0
3,9003,9412,0.3,2,E,X,12,10.89,0
0,9312,9412,0.2,4,E,0,10,9.2,0
6,9210,9411,0.16,3,E,X,12,8.83,0
0,9409,9409,0.06,1,F,0,20,20,0
5,9302,9412,0.22,3,E,X,11,7.87,0
4,9101,9406,0.31,2,E,X,13,11.06,0
0,8602,9505,0.27,1,E,X,13,9.3,0
5,9301,9412,0.18,1,F,X,18,13.85,0
6,9407,9503,0.14,3,E,X,7,7.33,0
2,9410,9410,0.06,1,F,0,20,20,0
6,9306,9412,0.18,3,F,0,20,14.83,0
5,9003,9412,0.14,1,G,X,25,19.11,0
5,9309,9409,0.1,2,F,0,10,11.66,0
0,9406,9406,0.06,1,F,0,20,20,0
2,9102,9503,0.2,3,E,0,10,8.7,0
4,9209,9404,0.13,1,F,X,18,13,0
3,9409,9502,0.16,3,E,0,10,6,0
0,9302,9503,0.1,1,F,0,15,10,0
0,8911,9412,0.21,4,E,X,10,9.25,1
0,9001,9501,0.15,2,F,X,20,11.66,0
0,9301,9406,0.1,1,F,0,16,12,0
0,9401,9501,0.09,1,F,0,20,15,1
0,8512,9503,0.33,3,E,X,11,7,0
2,8512,9412,0.32,3,F,X,10,10.19,1
0,8710,9404,0.15,1,G,0,25,15.7,0
5,8904,9411,0.1,1,F,X,15,12,0
0,9104,9412,0.16,3,E,0,11,9.28,0
3,8709,9503,0.19,3,F,0,20,12,0
5,8806,9501,0.13,2,F,0,16,11.44,0
2,8509,9405,0.57,2,G,X,40,22.98,0
7,8511,9406,0.25,2,F,X,15,7.5,0
1,9412,9412,0.08,1,F,0,20,20,0
4,9010,9410,0.26,2,F,X,20,13.41,0
1,9010,9409,0.19,2,E,X,10,11,0
0,8511,9501,0.32,3,E,X,6,4.6,0
2,9406,9502,0.13,3,E,0,9,8,0
4,8711,9501,0.12,1,F,X,20,13.66,0
4,9101,9404,0.08,1,F,0,15,13.75,0
6,9105,9412,0.1,1,G,0,30,21.6,1
0,9202,9409,0.18,3,F,X,12,12.12,1
3,9009,9412,0.13,1,F,X,17,14.25,0
0,9003,9408,0.2,2,E,X,11,8,0
5,9502,9502,0.07,1,G,0,25,25,1
4,9503,9503,0.07,1,G,0,50,50,0
7,8611,9412,0.14,2,E,X,12,6.5,0
5,9003,9406,0.09,1,F,0,17,15.8,0
0,9309,9408,0.22,4,E,0,10,10.57,0
6,9307,9411,0.1,1,F,0,20,12.5,0
2,8512,9502,0.4,4,G,X,25,17.31,0
4,9501,9501,0.07,1,G,0,25,25,0
5,9102,9412,0.16,2,G,0,25,12.5,0
0,9005,9411,0.12,1,F,0,20,10,0
0,9112,9501,0.25,3,E,X,10,9.45,0
6,9407,9407,0.07,1,F,0,20,20,0
6,8703,9412,0.18,1,F,X,20,10.3,0
3,8902,9503,0.25,4,E,0,7,4.45,0
2,9406,9412,0.09,2,G,0,25,25,0
1,8510,9503,0.31,2,E,X,10,7.87,0
5,9412,9412,0.08,1,F,0,15,15,0
0,9202,9405,0.12,1,F,0,20,9.6,0
4,9310,9501,0.15,3,E,X,10,6.75,1
6,9401,9408,0.13,2,F,0,20,16.66,0
7,9401,9502,0.17,3,E,0,10,10.75,0
5,8901,9411,0.16,2,E,0,13,12.77,0
0,8812,9502,0.25,4,E,X,5,5.88,0
2,8810,9410,0.2,3,D,X,8,5,0
2,9201,9407,0.21,4,F,0,20,11.33,0
6,8604,9408,0.11,1,F,0,18,12.85,0
0,9303,9405,0.11,1,F,0,15,10,0
7,9311,9410,0.08,1,F,0,15,12.5,0
3,9209,9412,0.15,1,F,0,15,10,0
4,9111,9410,0.15,2,F,0,20,11.42,0
3,9011,9503,0.26,2,E,X,10,6.26,0
4,9209,9412,0.25,4,E,0,9,6.33,0
2,8607,9409,0.26,1,F,X,17,9.56,0
0,9406,9406,0.06,1,F,0,20,20,0
5,8602,9501,0.12,1,F,X,20,13.85,0
6,8803,9410,0.13,2,G,X,26,18.72,0
7,8709,9412,0.25,3,E,X,8,6.52,0
5,9310,9407,0.08,1,F,0,15,10,0
5,9010,9403,0.23,1,G,X,25,23.15,0
4,9405,9412,0.15,3,E,0,10,9.33,0
0,9210,9503,0.15,4,E,0,10,8.2,0
1,8905,9501,0.25,3,E,X,10,8.18,0
4,9202,9502,0.09,1,F,0,20,11.66,0
2,9111,9405,0.09,1,G,0,25,18.75,0
1,9209,9505,0.06,1,G,0,25,25,1
4,8602,9503,0.3,3,E,X,9,5.47,0
4,9302,9411,0.13,4,E,0,10,8.4,0
4,8901,9506,0.17,3,E,X,5,7.3,0
5,8702,9408,0.23,2,E,X,9,6.33,0
6,9210,9411,0.12,2,F,0,20,12.25,0
2,8607,9503,0.19,2,E,X,10,8.5,0
0,8508,9412,0.24,1,F,X,17,13.76,0
0,8703,9411,0.45,1,E,X,10,9.5,0
2,8607,9411,0.15,1,F,X,16,10.8,0
2,8611,9412,0.14,1,G,X,25,12.55,0
0,8701,9412,0.24,2,E,X,12,6.61,0
6,9410,9410,0.06,1,F,0,20,20,0
2,8611,9501,0.17,1,F,X,20,11.61,0
2,9502,9502,0.07,1,G,0,25,25,0
0,8606,9502,0.15,1,F,X,20,11.1,0
5,9101,9403,0.07,1,G,0,26,23,0
0,9406,9501,0.1,2,F,0,16,13,0
7,8810,9602,0.27,2,F,X,12,11.2,0
7,8802,9502,0.18,3,E,0,9,7.18,0
2,9309,9503,0.17,4,F,X,20,12,0
0,9402,9501,0.1,2,F,0,10,11.66,0
0,9011,9406,0.1,1,G,0,30,18,0
6,8909,9410,0.41,3,D,X,6,3.88,0
4,8508,9412,0.22,2,G,X,28,16.27,0
2,8812,9405,0.42,1,E,X,10,12.68,0
0,9409,9502,0.09,2,F,0,10,15,0
2,8509,9404,0.17,1,F,X,20,9.25,1
3,8601,9408,0.15,1,F,X,20,10.72,0
4,8603,9412,0.13,1,G,0,25,28.18,0
1,8710,9412,0.21,1,F,X,20,12.23,0
7,9201,9409,0.13,3,E,X,10,9,0
5,9401,9502,0.12,2,F,X,14,11.33,0
0,9109,9408,0.37,3,D,X,5,3.5,0
3,9301,9406,0.06,1,F,0,16,18,0
1,8611,9410,0.28,3,D,X,6,4.25,0
0,9102,9408,0.14,2,F,X,15,13.12,0
7,8603,9502,0.2,3,F,X,16,12.8,1
7,8703,9411,0.26,1,E,X,10,8.65,0
5,8802,9412,0.14,1,F,X,22,12.33,0
2,8509,9501,0.42,3,D,X,8,4.56,0
1,9304,9410,0.07,1,F,0,20,17.5,1
2,9401,9412,0.09,1,F,0,20,15,0
5,9102,9404,0.15,1,G,0,25,11.33,0
1,9002,9408,0.12,1,G,0,30,20.42,0
3,8801,9412,0.19,1,F,X,15,11.83,0
5,9502,9503,0.13,2,F,0,20,20,0
2,9310,9410,0.07,1,F,0,20,15,0
4,9102,9503,0.08,1,G,0,25,28.75,0
6,9409,9409,0.06,1,F,0,20,20,0
2,8710,9404,0.09,1,F,0,16,12.4,0
0,8810,9411,0.1,1,F,0,16,15.4,0
1,8702,9412,0.21,1,G,X,25,14.25,0
0,9004,9404,0.1,1,G,0,25,21,0
0,8904,9412,0.17,1,E,X,10,12.09,0
0,9304,9412,0.18,4,F,0,5,9.5,0
1,9002,9411,0.42,3,G,X,25,17.65,0
7,9302,9412,0.2,3,E,0,10,7.6,0
0,9309,9501,0.25,4,E,X,5,9,0
2,9202,9412,0.18,1,G,X,25,9.87,0
2,9501,9501,0.07,1,F,0,18,18,0
0,9201,9501,0.13,3,F,0,18,13,0
4,9001,9601,0.41,4,E,X,3,5.6,0
0,9302,9501,0.2,3,F,X,15,11,0
2,8508,9510,0.47,2,E,X,10,7.51,0
5,9302,9406,0.18,2,F,X,20,10.83,0
